tkstatusid;ticketid;description;reportdate;changedate;internalpriority;siteid;ownergroup;decimal_duration;new_decimal_duration;empresa;sede;area;target;region;tec_solution;rca_ts;ttk_tigo_star;reportedpriority;indicatedpriority;isglobal;relatedtoglobal
12578419;6051318;ATN DOWN;19/07/2017 01:25;19/07/2017 03:32;NA;OT;RF-ESC02;3.85;3.85;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;2;1;NA
12578946;6051318;ATN DOWN;19/07/2017 01:25;19/07/2017 07:23;NA;OT;PEINGSMP;2.39;2.39;Ingetelca;SAN MIGUEL PETAPA;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;2;1;NA
12578733;6051331;FALLA EXTERNA - PUERTA GABINETE ON 172.1;19/07/2017 03:54;19/07/2017 06:31;2;OT;RF-GUA03;2.81;2.81;Masscardy;GUATEMALA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;3;NA;NA
12579898;6051331;FALLA EXTERNA - PUERTA GABINETE ON 172.1;19/07/2017 03:54;19/07/2017 09:30;2;OT;PEINGCTR;1.31;1.31;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;3;NA;NA
12578616;6051387;INCIDENTE DE NODO ÓPTICO CN4147A;19/07/2017 05:09;19/07/2017 05:27;NA;TH;PEINGCTR;1.94;1.94;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;SIN INTERVENCION;NO APLICA;NA;NA;NA;NA
12579366;6051466;FALLA INTERNET;19/07/2017 08:22;19/07/2017 08:40;5;BUC;PEBUCOW;2.91;2.91;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12579490;6051471;FALLA CORE TX - RIESGO;19/07/2017 08:23;19/07/2017 08:56;2;OT;PESOLPTN;0.06;0.06;Soltec;LA LIBERTAD PETEN;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12579540;6051471;FALLA CORE TX - RIESGO;19/07/2017 08:23;19/07/2017 08:59;2;OT;MASS-TX;0.17;0.17;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12579702;6051471;FALLA CORE TX - RIESGO;19/07/2017 08:23;19/07/2017 09:09;2;OT;RF-PTN04;2.37;2.37;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12581397;6051471;FALLA CORE TX - RIESGO;19/07/2017 08:23;19/07/2017 11:32;2;OT;PESOLPTN;1.56;1.56;Soltec;LA LIBERTAD PETEN;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12581034;6051653;FALLA CORE TX - AFECTACION;19/07/2017 10:28;19/07/2017 10:53;3;OT;MASS-TX;0.06;0.06;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12581059;6051653;FALLA CORE TX - AFECTACION;19/07/2017 10:28;19/07/2017 10:56;3;OT;RF-GUA04;5.13;5.13;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12581175;6051680;FALLA CORE TX - AFECTACION;19/07/2017 10:48;19/07/2017 11:10;3;OT;MASS-TX;0.29;0.29;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12581344;6051680;FALLA CORE TX - AFECTACION;19/07/2017 10:48;19/07/2017 11:28;3;OT;RF-GUA04;4.6;4.6;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12585454;6051680;FALLA CORE TX - AFECTACION;19/07/2017 10:48;19/07/2017 20:50;3;OT;PEINGCTR;0.88;0.88;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12581929;6051726;FALLA INTERNET;19/07/2017 11:27;19/07/2017 12:16;5;BUC;PEBUCOW;1.13;1.13;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12599253;6051858;FALLA TELEFONIA;19/07/2017 13:01;21/07/2017 17:08;5;BUC;PEBUCOW;2.3;2.3;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12583303;6051966;FALLA CORE TX - RIESGO;19/07/2017 14:35;19/07/2017 14:43;2;OT;MASS-TX;0.3;0.3;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12583445;6051966;FALLA CORE TX - RIESGO;19/07/2017 14:35;19/07/2017 15:02;2;OT;PW-GUA04;0.91;0.91;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12584012;6051993;FALLA DATOS;19/07/2017 15:00;19/07/2017 16:06;5;BUC;PEBUCOW;0.03;0.03;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12584033;6051993;FALLA DATOS;19/07/2017 15:00;19/07/2017 16:09;5;BUC;PEBUCOW;3.47;3.47;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12583729;6052010;FALLA CORE TX - AFECTACION;19/07/2017 15:11;19/07/2017 15:33;3;OT;PEINGZCP;3.62;3.62;Ingetelca;TECULUTAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12588661;6052069;FALLA INTERNET;19/07/2017 15:30;20/07/2017 11:31;5;BUC;PEBUCOW;0.84;0.84;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12584520;6052109;FALLA CORE TX - RIESGO;19/07/2017 16:13;19/07/2017 17:10;2;OT;MASS-TX;0.32;0.32;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12584613;6052109;FALLA CORE TX - RIESGO;19/07/2017 16:13;19/07/2017 17:30;2;OT;RF-PTN04;3.51;3.51;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12584406;6052152;FALLA CORE TX - AFECTACION;19/07/2017 16:53;19/07/2017 16:56;3;OT;PEINGCTR;1.25;1.25;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12585254;6052169;RBS FUERA DE SERVICIO ON 172.16.5.75;19/07/2017 17:03;19/07/2017 19:34;3;OT;PEINGCTR;0.9;0.9;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;1;NA
12586372;6052169;RBS FUERA DE SERVICIO ON 172.16.5.75;19/07/2017 17:03;20/07/2017 07:19;3;OT;PEINGCTR;1.03;1.03;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;1;NA
12584816;6052183;FALLA CORE TX - AFECTACION;19/07/2017 17:31;19/07/2017 18:01;3;OT;MASS-TX;0.09;0.09;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12584840;6052183;FALLA CORE TX - AFECTACION;19/07/2017 17:31;19/07/2017 18:06;3;OT;RF-GUA02;2.22;2.22;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12585416;6052183;FALLA CORE TX - AFECTACION;19/07/2017 17:31;19/07/2017 20:29;3;OT;RF-GUA02;10.79;10.79;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12586314;6052183;FALLA CORE TX - AFECTACION;19/07/2017 17:31;20/07/2017 07:17;3;OT;PEINGCTR;0.12;0.12;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12587219;6052183;FALLA CORE TX - AFECTACION;19/07/2017 17:31;20/07/2017 09:24;3;OT;PEINGCTR;0.38;0.38;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12584904;6052204;FALLA CORE TX - AFECTACION;19/07/2017 17:50;19/07/2017 18:16;3;OT;PEINGCTR;4.13;4.13;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12585499;6052255;FALLA CORE TX - AFECTACION;19/07/2017 20:31;19/07/2017 21:21;3;OT;MASS-TX;0.05;0.05;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12585503;6052255;FALLA CORE TX - AFECTACION;19/07/2017 20:31;19/07/2017 21:24;3;OT;RF-SRS01;9.32;9.32;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12585625;6052271;FALLA CORE TX - REVISAR;19/07/2017 23:08;19/07/2017 23:27;2;OT;MASS-TX;0.16;0.16;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12585644;6052271;FALLA CORE TX - REVISAR;19/07/2017 23:08;19/07/2017 23:37;2;OT;RF-JTP01;20.41;20.41;Masscardy;JUTIAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12585649;6052273;INCIDENTE DE NODO ÓPTICO TO5744A;19/07/2017 23:25;19/07/2017 23:44;NA;TH;PEINGCTR;1.15;1.15;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12588240;6052312;RBS FUERA DE SERVICIO ON 172.16.5.75;20/07/2017 03:53;20/07/2017 10:47;3;OT;PEINGCTR;3.83;3.83;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12587872;6052326;RBS FUERA DE SERVICIO;20/07/2017 04:39;20/07/2017 10:10;3;OT;PEINGCTR;3.97;3.97;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12587980;6052368;AA.SR12.ELRA.EPG563.2 PORT 1/2/4 <---> A;20/07/2017 05:09;20/07/2017 10:25;5;OT;PEINGSAN;2.7;2.7;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12586004;6052358;FALLA CORE TX - AFECTACION;20/07/2017 05:41;20/07/2017 05:55;3;OT;PEINGSAN;3.98;3.98;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12586860;6052424;FALLA CORE TX - RIESGO;20/07/2017 07:49;20/07/2017 08:39;2;OT;PEINGFRA;4.08;4.08;Ingetelca;FRAIJANES;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12586974;6052460;FALLA INTERNET;20/07/2017 08:31;20/07/2017 08:58;5;BUC;PEBUCOW;0.76;0.76;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12588125;6052593;INCIDENTE DE NODO OPTICO TO5752A;20/07/2017 10:11;20/07/2017 10:37;NA;TH;PEINGCTR;4.49;2.03;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12588521;6052652;FALLA CORE TX - AFECTACION;20/07/2017 10:38;20/07/2017 11:17;3;OT;PEINGSAN;2.12;2.12;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12590280;6052652;FALLA CORE TX - AFECTACION;20/07/2017 10:38;20/07/2017 15:32;3;OT;PEINGSAN;0.6;0.6;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12589291;6052793;FALLA CORE TX - AFECTACION;20/07/2017 12:28;20/07/2017 12:54;3;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12589391;6052793;FALLA CORE TX - AFECTACION;20/07/2017 12:28;20/07/2017 13:10;3;OT;RF-SCH01;0.28;0.28;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12589723;6052876;FALLA CORE TX - RIESGO;20/07/2017 13:52;20/07/2017 14:13;2;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12589772;6052876;FALLA CORE TX - RIESGO;20/07/2017 13:52;20/07/2017 14:24;2;OT;PW-ESC03;4.14;4.14;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12590031;6052921;FALLA DATOS;20/07/2017 14:33;20/07/2017 14:59;5;BUC;PEBUCOW;0.68;0.68;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12589921;6052934;FALLA CORE TX - RIESGO;20/07/2017 14:42;20/07/2017 14:43;2;OT;MASS-TX;0.34;0.34;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12590059;6052934;FALLA CORE TX - RIESGO;20/07/2017 14:42;20/07/2017 15:04;2;OT;RF-GUA04;0.79;0.79;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12590243;6052942;FALLA CORE TX - AFECTACION;20/07/2017 14:54;20/07/2017 15:29;3;OT;MASS-TX;0.11;0.11;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12590298;6052942;FALLA CORE TX - AFECTACION;20/07/2017 14:54;20/07/2017 15:35;3;OT;RF-EPG01;0.03;0.03;Masscardy;EL PROGRESO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12590328;6052942;FALLA CORE TX - AFECTACION;20/07/2017 14:54;20/07/2017 15:37;3;OT;RF-ZCP01;1.53;1.53;Masscardy;ZACAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12594293;6052959;BUC,VAS,MINGOB,CÁMARA,FOCO;20/07/2017 15:17;21/07/2017 08:04;3;BUC;PEBUCOW;1.83;1.83;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12590985;6053016;FALLA CORE TX - RIESGO;20/07/2017 16:04;20/07/2017 16:31;2;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12591112;6053016;FALLA CORE TX - RIESGO;20/07/2017 16:04;20/07/2017 16:46;2;OT;RF-AVP02;0.19;0.19;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12591123;6053057;FALLA CORE TX - AFECTACION;20/07/2017 16:24;20/07/2017 16:47;3;OT;MASS-TX;0.01;0.01;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12591131;6053057;FALLA CORE TX - AFECTACION;20/07/2017 16:24;20/07/2017 16:48;3;OT;MASS-TX;0.01;0.01;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12591146;6053057;FALLA CORE TX - AFECTACION;20/07/2017 16:24;20/07/2017 16:49;3;OT;RF-SRS01;1.46;1.46;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12591195;6053071;FALLA CORE TX - AFECTACION;20/07/2017 16:40;20/07/2017 16:55;3;OT;MASS-TX;0.11;0.11;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12591272;6053071;FALLA CORE TX - AFECTACION;20/07/2017 16:40;20/07/2017 17:02;3;OT;RF-IZB03;0.12;0.12;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12591355;6053071;FALLA CORE TX - AFECTACION;20/07/2017 16:40;20/07/2017 17:09;3;OT;PW-ZCP01;0.16;0.16;Masscardy;ZACAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12591442;6053071;FALLA CORE TX - AFECTACION;20/07/2017 16:40;20/07/2017 17:19;3;OT;PW-IZB01;0.23;0.23;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12591827;6053087;FALLA CORE TX - AFECTACION;20/07/2017 16:51;20/07/2017 17:56;3;OT;PEINGCTR;3.2;0.33;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12592308;6053221;FALLA CORE TX - RIESGO;20/07/2017 18:39;20/07/2017 19:14;2;OT;MASS-TX;0.27;0.27;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12592379;6053221;FALLA CORE TX - RIESGO;20/07/2017 18:39;20/07/2017 19:30;2;OT;RF-PTN04;11.01;11.01;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12592621;6053244;FALLA CORE TX - AFECTACION;20/07/2017 19:26;20/07/2017 20:42;3;OT;MASS-TX;0.23;0.23;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12592652;6053244;FALLA CORE TX - AFECTACION;20/07/2017 19:26;20/07/2017 20:56;3;OT;RF-IZB02;9.5;9.5;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12592514;6053259;FALLA CORE TX - AFECTACION;20/07/2017 19:38;20/07/2017 20:10;3;OT;MASS-TX;0.07;0.07;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12592526;6053259;FALLA CORE TX - AFECTACION;20/07/2017 19:38;20/07/2017 20:14;3;OT;RF-IZB02;10.17;10.17;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12592545;6053263;FALLA CORE TX - AFECTACION;20/07/2017 19:52;20/07/2017 20:21;3;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12592578;6053263;FALLA CORE TX - AFECTACION;20/07/2017 19:52;20/07/2017 20:29;3;OT;RF-GUA09;1.82;1.82;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12592962;6053304;FALLA CORE TX - RIESGO;21/07/2017 00:32;21/07/2017 00:38;2;OT;MASS-TX;0.32;0.32;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12593428;6053380;FALLA CORE TX - RIESGO;21/07/2017 03:35;21/07/2017 03:42;2;OT;MASS-TX;0.41;0.41;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12593794;6053494;INCIDENTE DE NODO ÓPTICO TO4451A;21/07/2017 05:03;21/07/2017 05:27;NA;TH;PEINGCTR;1.15;1.15;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12594980;6053494;INCIDENTE DE NODO ÓPTICO TO4451A;21/07/2017 05:03;21/07/2017 09:42;NA;TH;PEINGCTR;1.25;1.25;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12593804;6053497;FALLA CORE TX - AFECTACION;21/07/2017 05:09;21/07/2017 05:36;3;OT;MASS-TX;0.43;0.43;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12593836;6053497;FALLA CORE TX - AFECTACION;21/07/2017 05:09;21/07/2017 06:02;3;OT;RF-MET02;0.3;0.3;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12594025;6053524;FALLA CORE TX - AFECTACION;21/07/2017 06:42;21/07/2017 07:09;3;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12594074;6053524;FALLA CORE TX - AFECTACION;21/07/2017 06:42;21/07/2017 07:20;3;OT;RF-QTZ01;1.07;1.07;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12599240;6053526;FALLA DATOS / DATA SERVICE OUTAGE - CAPG;21/07/2017 06:47;21/07/2017 17:07;4;ON;PEBUCOW;0.01;0.01;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12599770;6053526;FALLA DATOS / DATA SERVICE OUTAGE - CAPG;21/07/2017 06:47;21/07/2017 18:36;4;ON;PEBUCOW;1.83;1.83;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12598777;6053528;BUC,VAS,MINGOB,CÁMARA,SIN IMAGEN;21/07/2017 06:48;21/07/2017 16:16;5;BUC;PEINGCTR;4.44;0.25;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12593974;6053530;FALLA CORE TX - AFECTACION;21/07/2017 06:49;21/07/2017 06:56;3;OT;MASS-TX;0.37;0.37;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12594063;6053530;FALLA CORE TX - AFECTACION;21/07/2017 06:49;21/07/2017 07:18;3;OT;RF-SCH01;4.11;4.11;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12594275;6053564;FALLA CORE TX - AFECTACION;21/07/2017 07:49;21/07/2017 08:01;3;OT;PESOLAVP;2.34;2.34;Soltec;COBAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12595930;6053564;FALLA CORE TX - AFECTACION;21/07/2017 07:49;21/07/2017 10:21;3;OT;UFINET;0.63;0.63;Ufinet;UFINET;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12596297;6053564;FALLA CORE TX - AFECTACION;21/07/2017 07:49;21/07/2017 10:59;3;OT;PESOLAVP;1.06;1.06;Soltec;COBAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12596256;6053620;FALLA TELEFONIA;21/07/2017 08:36;21/07/2017 10:54;5;BUC;PEBUCOW;2.67;2.67;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12598646;6053681;FALLA INTERNET;21/07/2017 09:49;21/07/2017 16:06;5;BUC;PEBUCOW;2.88;2.88;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12601351;6053681;FALLA INTERNET;21/07/2017 09:49;22/07/2017 08:21;5;BUC;PEBUCOW;0.02;0.02;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12601385;6053681;FALLA INTERNET;21/07/2017 09:49;22/07/2017 08:37;5;BUC;PEBUCOW;4.05;4.05;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12596094;6053707;FALLA CORE TX - AFECTACION;21/07/2017 10:16;21/07/2017 10:34;3;OT;PESOLHHT;5.31;5.31;Soltec;HUEHUETENANGO;PLEX;4;RURAL;CORE;NA;SI APLICA;5;2;NA;NA
12596989;6053794;FALLA CORE TX - AFECTACION;21/07/2017 11:24;21/07/2017 12:34;3;OT;RF-MET03;2.78;2.78;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12596965;6053827;FALLA DATOS;21/07/2017 11:59;21/07/2017 12:32;5;BUC;PEBUCOW;0.74;0.74;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12597238;6053850;FALLA INTERNET;21/07/2017 12:25;21/07/2017 13:11;5;BUC;PEBUCQCH;3.96;3.96;Soltec;QUICHE;PLEX;3;RURAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12598400;6053910;RBS FUERA DE SERVICIO ON 172.16.5.75;21/07/2017 13:08;21/07/2017 15:45;3;OT;PEINGSMP;3.54;3.54;Ingetelca;SAN MIGUEL PETAPA;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12598141;6054033;FALLA CORE TX - AFECTACION;21/07/2017 14:53;21/07/2017 15:17;3;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12598313;6054033;FALLA CORE TX - AFECTACION;21/07/2017 14:53;21/07/2017 15:33;3;OT;RF-QTZ03;2.19;2.19;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12599084;6054155;FALLA CORE TX - AFECTACION;21/07/2017 16:11;21/07/2017 16:50;3;OT;PEINGCTR;3.87;3.87;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12599797;6054266;FALLA CORE TX - RIESGO;21/07/2017 18:26;21/07/2017 18:50;2;OT;MASS-TX;1.14;1.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12599931;6054271;FALLA CORE TX - AFECTACION;21/07/2017 18:41;21/07/2017 19:28;3;OT;PEINGCTR;0.96;0.96;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;4;2;1;NA
12600085;6054289;FALLA CORE TX - AFECTACION;21/07/2017 19:29;21/07/2017 20:18;3;OT;MASS-TX;0.11;0.11;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12600097;6054289;FALLA CORE TX - AFECTACION;21/07/2017 19:29;21/07/2017 20:24;3;OT;RF-GUA06;7.07;7.07;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12601243;6054289;FALLA CORE TX - AFECTACION;21/07/2017 19:29;22/07/2017 07:45;3;OT;PEINGFRA;3.11;3.11;Ingetelca;FRAIJANES;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12600067;6054301;FALLA CORE TX - RIESGO;21/07/2017 19:42;21/07/2017 20:08;2;OT;MASS-TX;0.3;0.3;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12600103;6054301;FALLA CORE TX - RIESGO;21/07/2017 19:42;21/07/2017 20:26;2;OT;RF-SOL01;0.11;0.11;Masscardy;SOLOLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12600309;6054327;FALLA CORE TX - AFECTACION;21/07/2017 20:54;21/07/2017 21:18;3;OT;MASS-TX;0.38;0.38;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12600333;6054327;FALLA CORE TX - AFECTACION;21/07/2017 20:54;21/07/2017 21:40;3;OT;RF-ESC03;0.88;0.88;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
